seq,side,choice1
6698,Camenbert,G
6699,Ricotta,G
6700,Ricotta,E
6701,Valencay,B
6702,Annon,B
6703,Ricotta,A
6704,Camenbert,H
6705,Ricotta,B
6706,Brie,C
6707,Brie,E
6708,Gorgonzola,C
6709,Gorgonzola,G
6710,Gorgonzola,C
6711,Camenbert,A
6712,Gorgonzola,B
6713,Valencay,A
6714,Ricotta,A
6715,Camenbert,F
6716,Annon,C
6717,Brie,B
6718,Gorgonzola,C
6719,Gorgonzola,H
6720,Gorgonzola,E
6721,Camenbert,E
6722,Gorgonzola,D
6723,Gorgonzola,A
6724,Ricotta,B
6725,Brie,F
6726,Ricotta,C
6727,Cheddar,F
6728,Ricotta,D
6729,Annon,B
6730,Cheddar,B
6731,Cheddar,D
6732,Brie,E
6733,Brie,D
6734,Camenbert,A
6735,Valencay,G
6736,Annon,A
6737,Valencay,H
6738,Valencay,F
6739,Brie,G
6740,Valencay,E
6741,Gorgonzola,H
6742,Camenbert,E
6743,Roquefort,D
6744,Annon,G
6745,Annon,A
6746,Valencay,G
6747,Gorgonzola,A
6748,Brie,F
6749,Brie,C
6750,Gorgonzola,G
6751,Valencay,B
6752,Roquefort,E
6753,Gorgonzola,G
6754,Camenbert,E
6755,Cheddar,C
6756,Cheddar,G
6757,Camenbert,B
6758,Cheddar,B
6759,Brie,E
6760,Ricotta,D
6761,Valencay,H
6762,Brie,D
6763,Camenbert,B
6764,Brie,D
6765,Camenbert,D
6766,Annon,C
6767,Ricotta,A
6768,Cheddar,H
6769,Ricotta,E
6770,Camenbert,A
6771,Ricotta,A
6772,Ricotta,E
6773,Brie,F
6774,Ricotta,A
6775,Ricotta,E
6776,Gorgonzola,G
6777,Roquefort,D
6778,Cheddar,F
6779,Ricotta,E
6780,Ricotta,A
6781,Roquefort,H
6782,Cheddar,A
6783,Ricotta,E
6784,Valencay,D
6785,Valencay,E
6786,Cheddar,E
6787,Brie,D
6788,Valencay,D
6789,Ricotta,H
6790,Valencay,E
6791,Ricotta,E
6792,Roquefort,C
6793,Camenbert,A
6794,Valencay,G
6795,Valencay,D
6796,Annon,F
6797,Brie,F
6798,Camenbert,E
6799,Roquefort,C
6800,Camenbert,E
6801,Roquefort,F
6802,Roquefort,E
6803,Camenbert,C
6804,Camenbert,E
6805,Cheddar,E
6806,Roquefort,D
6807,Brie,E
6808,Brie,E
6809,Ricotta,D
6810,Camenbert,B
6811,Roquefort,B
6812,Cheddar,D
6813,Annon,E
6814,Roquefort,H
6815,Ricotta,E
6816,Cheddar,C
6817,Valencay,E
6818,Brie,D
6819,Roquefort,F
6820,Camenbert,G
6821,Ricotta,D
6822,Roquefort,D
6823,Valencay,E
6824,Camenbert,A
6825,Annon,F
6826,Annon,C
6827,Ricotta,A
6828,Valencay,B
6829,Brie,F
6830,Brie,C
6831,Camenbert,B
6832,Brie,C
6833,Gorgonzola,E
6834,Valencay,C
6835,,D
6836,Ricotta,E
6837,Cheddar,D
6838,Camenbert,B
6839,Roquefort,H
6840,Valencay,A
6841,Valencay,C
6842,Cheddar,H
6843,Annon,B
6844,Annon,D
6845,Gorgonzola,F
6846,Camenbert,E
6847,Ricotta,B
6848,Ricotta,C
6849,Cheddar,G
6850,Gorgonzola,C
6851,Ricotta,A
6852,Roquefort,B
6853,Ricotta,D
6854,Valencay,F
6855,Brie,E
6856,Valencay,B
6857,Annon,H
6858,Roquefort,D
6859,Cheddar,E
6860,Camenbert,C
6861,Annon,G
6862,Annon,E
6863,Valencay,D
6864,Annon,D
6865,Cheddar,B
6866,Brie,E
6867,Roquefort,G
6868,Roquefort,D
6869,Valencay,D
6870,Roquefort,D
6871,Ricotta,C
6872,Gorgonzola,C
6873,Valencay,C
6874,Ricotta,A
6875,Valencay,G
6876,Camenbert,E
6877,Cheddar,D
6878,Brie,A
6879,Roquefort,A
6880,Camenbert,D
6881,Ricotta,E
6882,Ricotta,A
6883,Ricotta,A
6884,Valencay,C
6885,Ricotta,G
6886,Gorgonzola,A
6887,Annon,C
6888,Annon,D
6889,Ricotta,A
6890,Gorgonzola,B
6891,Gorgonzola,E
6892,Cheddar,E
6893,Brie,D
6894,Gorgonzola,A
6895,Annon,E
6896,Valencay,F
6897,Ricotta,A
6898,Cheddar,B
6899,Annon,H
6900,Cheddar,D
6901,Camenbert,G
6902,Roquefort,G
6903,Cheddar,G
6904,Gorgonzola,E
6905,Annon,B
6906,Cheddar,H
6907,Ricotta,B
6908,Ricotta,G
6909,Brie,D
6910,Brie,E
6911,Gorgonzola,D
6912,Brie,F
6913,Cheddar,A
6914,Gorgonzola,E
6915,Roquefort,E
6916,Cheddar,E
6917,Valencay,D
6918,Cheddar,C
6919,Gorgonzola,E
6920,Gorgonzola,B
6921,Roquefort,C
6922,Brie,A
6923,Annon,D
6924,Brie,G
6925,Ricotta,A
6926,Valencay,C
6927,Annon,E
6928,Valencay,D
6929,Camenbert,D
6930,Annon,H
6931,Ricotta,F
6932,Cheddar,E
6933,Ricotta,E
6934,Gorgonzola,G
6935,Gorgonzola,D
6936,Gorgonzola,A
6937,Roquefort,B
6938,Annon,B
6939,Gorgonzola,D
6940,Annon,E
6941,Camenbert,G
6942,Cheddar,H
6943,Ricotta,E
6944,Roquefort,A
6945,Gorgonzola,G
6946,Roquefort,E
6947,Cheddar,F
6948,Ricotta,E
6949,Gorgonzola,D
6950,Ricotta,G
6951,Gorgonzola,E
6952,Roquefort,D
6953,Brie,F
6954,Annon,B
6955,Gorgonzola,B
6956,Roquefort,F
6957,Valencay,C
6958,Brie,C
6959,Brie,F
6960,Gorgonzola,A
6961,Valencay,C
6962,Camenbert,C
6963,Cheddar,C
6964,Annon,B
6965,Brie,A
6966,Cheddar,A
6967,Roquefort,F
6968,Roquefort,D
6969,Brie,E
6970,Cheddar,A
6971,Brie,E
6972,Brie,D
6973,Roquefort,F
6974,Brie,H
6975,Annon,A
6976,Annon,D
6977,Annon,C
6978,Roquefort,C
6979,Valencay,H
6980,Ricotta,F
6981,Annon,A
6982,Brie,E
6983,Cheddar,G
6984,Annon,F
6985,Ricotta,C
6986,Brie,H
6987,Annon,G
6988,Gorgonzola,D
6989,Annon,D
6990,Gorgonzola,E
6991,Roquefort,E
6992,Valencay,C
6993,Cheddar,E
6994,Gorgonzola,A
6995,Gorgonzola,B
6996,Cheddar,G
6997,Camenbert,E
6998,Gorgonzola,H
6999,Gorgonzola,B
7000,Roquefort,B
7001,Cheddar,D
7002,Cheddar,D
7003,Roquefort,D
7004,Brie,H
7005,Roquefort,D
7006,Valencay,H
7007,Ricotta,C
7008,Cheddar,H
7009,Ricotta,D
7010,Roquefort,D
7011,Valencay,A
7012,Camenbert,A
7013,Ricotta,F
7014,Cheddar,F
7015,Brie,H
7016,Valencay,G
7017,Cheddar,H
7018,Gorgonzola,B
7019,Valencay,D
7020,Ricotta,B
7021,Ricotta,B
7022,Gorgonzola,D
7023,Ricotta,A
7024,Valencay,D
7025,Gorgonzola,A
7026,Gorgonzola,G
7027,Cheddar,B
7028,Camenbert,E
7029,Annon,D
7030,Annon,E
7031,Camenbert,A
7032,Cheddar,F
7033,Camenbert,C
7034,Roquefort,A
7035,Valencay,D
7036,Cheddar,E
7037,Brie,B
7038,Valencay,C
7039,Gorgonzola,F
7040,Cheddar,C
7041,Valencay,D
7042,Brie,B
7043,Annon,D
7044,Ricotta,B
7045,Gorgonzola,H
7046,Camenbert,G
7047,Valencay,A
7048,Roquefort,B
7049,Cheddar,E
7050,Cheddar,A
7051,Annon,F
7052,Gorgonzola,C
7053,Gorgonzola,H
7054,Camenbert,F
7055,Valencay,F
7056,Camenbert,G
7057,Gorgonzola,A
7058,Gorgonzola,E
7059,Cheddar,A
7060,Brie,E
7061,Roquefort,H
7062,Annon,D
7063,Valencay,F
7064,Roquefort,E
7065,Roquefort,D
7066,Camenbert,A
7067,Annon,E
7068,Valencay,E
7069,Ricotta,D
7070,Camenbert,H
7071,Roquefort,D
7072,Ricotta,E
7073,Annon,H
7074,Cheddar,A
7075,Gorgonzola,C
7076,Camenbert,G
7077,Valencay,E
7078,Brie,D
7079,Annon,G
7080,Brie,A
7081,Valencay,D
7082,Ricotta,C
7083,Ricotta,C
7084,Camenbert,F
7085,Valencay,G
7086,Annon,C
7087,Valencay,C
7088,Annon,E
7089,Camenbert,D
7090,Ricotta,E
7091,Brie,A
7092,Gorgonzola,C
7093,Cheddar,C
7094,Gorgonzola,E
7095,Annon,H
7096,Cheddar,E
7097,Roquefort,H
7098,Valencay,D
7099,Cheddar,G
7100,Cheddar,A
7101,Valencay,B
7102,Camenbert,F
7103,Valencay,C
7104,Cheddar,C
7105,Gorgonzola,B
7106,Valencay,D
7107,Ricotta,E
7108,,D
7109,Gorgonzola,C
7110,Valencay,C
7111,Roquefort,H
7112,Gorgonzola,G
7113,Valencay,G
7114,Gorgonzola,B
7115,Ricotta,E
7116,Camenbert,C
7117,Cheddar,A
7118,Camenbert,E
7119,Roquefort,B
7120,Gorgonzola,D
7121,Brie,H
7122,Brie,C
7123,Camenbert,H
7124,Roquefort,A
7125,Annon,D
7126,Roquefort,C
7127,Gorgonzola,C
7128,Camenbert,E
7129,Camenbert,A
7130,Cheddar,E
7131,Camenbert,B
7132,Camenbert,E
7133,Annon,D
7134,Annon,E
7135,Gorgonzola,D
7136,Gorgonzola,B
7137,Brie,E
7138,Roquefort,C
7139,Cheddar,C
7140,Gorgonzola,B
7141,Valencay,A
7142,Annon,B
7143,Ricotta,E
7144,Roquefort,B
7145,Brie,E
7146,Roquefort,D
7147,Gorgonzola,B
7148,Roquefort,E
7149,Brie,F
7150,Cheddar,A
7151,Valencay,C
7152,Brie,A
7153,Camenbert,C
7154,Ricotta,G
7155,Cheddar,D
7156,Brie,E
7157,Roquefort,D
7158,Gorgonzola,A
7159,Gorgonzola,E
7160,Camenbert,H
7161,Gorgonzola,E
7162,Cheddar,C
7163,Camenbert,C
7164,Valencay,D
7165,Gorgonzola,G
7166,Cheddar,D
7167,Gorgonzola,D
7168,Camenbert,E
7169,Cheddar,D
7170,Valencay,E
7171,Gorgonzola,B
7172,Ricotta,F
7173,Gorgonzola,B
7174,Ricotta,H
7175,Ricotta,G
7176,Brie,D
7177,Valencay,F
7178,Annon,D
7179,Cheddar,A
7180,Brie,B
7181,Brie,E
7182,Camenbert,B
7183,Annon,D
7184,Ricotta,C
7185,Cheddar,D
7186,Annon,C
7187,Ricotta,H
7188,Camenbert,E
7189,Roquefort,E
7190,Brie,D
7191,Cheddar,A
7192,Brie,B
7193,Cheddar,H
7194,Valencay,B
7195,Roquefort,F
7196,Ricotta,E
7197,Ricotta,A
7198,Valencay,C
7199,Camenbert,G
7200,Valencay,F
7201,Cheddar,F
7202,Camenbert,H
7203,Gorgonzola,E
7204,Roquefort,C
7205,Brie,D
7206,Camenbert,H
7207,Ricotta,E
7208,Brie,G
7209,Roquefort,D
7210,Roquefort,E
7211,Camenbert,F
7212,Camenbert,C
7213,Brie,E
7214,Roquefort,B
7215,Roquefort,H
7216,Brie,E
7217,Brie,D
7218,Cheddar,F
7219,Cheddar,F
7220,Camenbert,E
7221,Gorgonzola,E
7222,Roquefort,E
7223,Roquefort,G
7224,Camenbert,D
7225,Brie,D
7226,Camenbert,D
7227,Gorgonzola,E
7228,Valencay,E
7229,Cheddar,A
7230,Cheddar,C
7231,Brie,A
7232,Annon,H
7233,Gorgonzola,G
7234,Ricotta,D
7235,Cheddar,C
7236,Ricotta,E
7237,Brie,A
7238,Roquefort,B
7239,Brie,E
7240,Valencay,C
7241,Cheddar,D
7242,Annon,E
7243,Gorgonzola,H
7244,Camenbert,E
7245,Camenbert,A
7246,Camenbert,G
7247,Roquefort,D
7248,Annon,D
7249,Ricotta,H
7250,Roquefort,H
7251,Ricotta,C
7252,Brie,D
7253,Gorgonzola,H
7254,Annon,B
7255,Annon,C
7256,Ricotta,D
7257,Cheddar,A
7258,Annon,G
7259,Gorgonzola,H
7260,Annon,C
7261,Cheddar,E
7262,Annon,A
7263,Annon,D
7264,Roquefort,G
7265,Brie,D
7266,Brie,D
7267,Camenbert,H
7268,Cheddar,C
7269,Ricotta,E
7270,Annon,G
7271,Valencay,G
7272,Roquefort,E
7273,Gorgonzola,B
7274,Annon,A
7275,Annon,B
7276,Ricotta,F
7277,Camenbert,G
7278,Ricotta,F
7279,Gorgonzola,E
7280,Roquefort,D
7281,Gorgonzola,E
7282,Valencay,H
7283,Gorgonzola,G
7284,Brie,E
7285,Gorgonzola,G
7286,Camenbert,G
7287,Camenbert,H
7288,Annon,C
7289,Valencay,F
7290,Valencay,G
7291,Gorgonzola,D
7292,Camenbert,C
7293,Cheddar,D
7294,Roquefort,B
7295,Camenbert,E
7296,Roquefort,H
7297,Camenbert,A
7298,Roquefort,E
7299,Ricotta,B
7300,Cheddar,A
7301,Valencay,B
7302,Ricotta,D
7303,Camenbert,F
7304,Annon,E
7305,Gorgonzola,C
7306,Ricotta,B
7307,Ricotta,B
7308,Valencay,D
7309,Brie,B
7310,Annon,C
7311,Roquefort,H
7312,Cheddar,H
7313,Roquefort,C
7314,Ricotta,G
7315,Camenbert,F
7316,Roquefort,G
7317,Ricotta,E
7318,Roquefort,G
7319,Roquefort,A
7320,Ricotta,A
7321,Valencay,H
7322,Gorgonzola,D
7323,Cheddar,E
7324,Gorgonzola,D
7325,Camenbert,D
7326,Ricotta,A
7327,Roquefort,H
7328,Brie,E
7329,Ricotta,D
7330,Ricotta,F
7331,Valencay,E
7332,Ricotta,B
7333,Brie,E
7334,Cheddar,E
7335,Roquefort,H
7336,,H
7337,Brie,C
7338,Camenbert,H
7339,Ricotta,E
7340,Roquefort,E
7341,Annon,E
7342,Gorgonzola,D
7343,Gorgonzola,C
7344,Ricotta,H
7345,Gorgonzola,C
7346,Roquefort,D
7347,Camenbert,G
7348,Annon,C
7349,Brie,D
7350,Camenbert,C
7351,Valencay,C
7352,Annon,C
7353,Gorgonzola,C
7354,Gorgonzola,A
7355,Roquefort,G
7356,Gorgonzola,C
7357,Camenbert,H
7358,Gorgonzola,E
7359,Ricotta,B
7360,Valencay,B
7361,Roquefort,F
7362,Ricotta,E
7363,Ricotta,C
7364,Ricotta,H
7365,Annon,G
7366,Annon,B
7367,Annon,F
7368,Camenbert,B
7369,Camenbert,C
7370,Ricotta,H
7371,Brie,D
7372,Valencay,G
7373,Valencay,D
7374,Brie,H
7375,Brie,C
7376,Gorgonzola,C
7377,Cheddar,D
7378,Camenbert,H
7379,Ricotta,E
7380,Brie,A
7381,Camenbert,E
7382,Camenbert,E
7383,Brie,B
7384,Valencay,D
7385,Valencay,B
7386,Ricotta,C
7387,Brie,G
7388,Gorgonzola,C
7389,Annon,G
7390,Camenbert,F
7391,Camenbert,E
7392,Cheddar,E
7393,Camenbert,A
7394,Annon,G
7395,Camenbert,H
7396,Annon,D
7397,Gorgonzola,D
7398,Ricotta,C
7399,Cheddar,C
7400,Camenbert,D
7401,Ricotta,A
7402,Cheddar,B
7403,Brie,G
7404,Cheddar,D
7405,Cheddar,G
7406,Ricotta,H
7407,Annon,E
7408,Brie,D
7409,Ricotta,E
7410,Roquefort,F
7411,Annon,B
7412,Valencay,C
7413,Gorgonzola,B
7414,Brie,H
7415,Camenbert,B
7416,Cheddar,B
7417,Gorgonzola,B
7418,Roquefort,F
7419,Roquefort,H
7420,Camenbert,E
7421,Brie,A
7422,Roquefort,B
7423,Annon,H
7424,Gorgonzola,D
7425,Valencay,B
7426,Brie,E
7427,Gorgonzola,B
7428,Gorgonzola,F
7429,Cheddar,B
7430,Roquefort,E
7431,Gorgonzola,A
7432,Annon,G
7433,Valencay,D
7434,Valencay,C
7435,Ricotta,G
7436,Brie,E
7437,Camenbert,F
7438,Cheddar,A
7439,Cheddar,H
7440,Cheddar,D
7441,Valencay,C
7442,Annon,B
7443,Camenbert,H
7444,Camenbert,D
7445,Roquefort,B
7446,Cheddar,A
7447,Roquefort,D
7448,Ricotta,C
7449,Valencay,E
7450,Camenbert,A
7451,Gorgonzola,D
7452,Cheddar,E
7453,Gorgonzola,A
7454,Valencay,E
7455,Annon,E
7456,Cheddar,E
7457,Brie,C
7458,Valencay,A
7459,Annon,D
7460,Roquefort,D
7461,Annon,F
7462,Cheddar,H
7463,Camenbert,D
7464,Ricotta,B
7465,Roquefort,F
7466,Gorgonzola,H
7467,Gorgonzola,G
7468,Roquefort,H
7469,Brie,D
7470,Ricotta,G
7471,Cheddar,H
7472,Annon,D
7473,Camenbert,G
7474,Cheddar,C
7475,Ricotta,E
7476,Roquefort,E
7477,Valencay,E
7478,Camenbert,G
7479,Cheddar,G
7480,Ricotta,B
7481,Camenbert,C
7482,Valencay,G
7483,Roquefort,F
7484,Ricotta,A
7485,Gorgonzola,G
7486,Camenbert,H
7487,Valencay,G
7488,Cheddar,D
7489,Camenbert,A
7490,Camenbert,C
7491,Cheddar,G
7492,Annon,D
7493,Annon,C
7494,Annon,E
7495,Valencay,A
7496,Valencay,C
7497,Valencay,E
7498,Ricotta,F
7499,Roquefort,E
7500,Brie,A
7501,Brie,F
7502,Brie,C
7503,Camenbert,H
7504,Valencay,E
7505,Ricotta,G
7506,Brie,B
7507,Annon,B
7508,Ricotta,C
7509,Annon,F
7510,Roquefort,A
7511,Gorgonzola,B
7512,Annon,D
7513,Roquefort,B
7514,Gorgonzola,A
7515,Annon,H
7516,Camenbert,E
7517,Valencay,D
7518,Annon,A
7519,Roquefort,G
7520,Brie,F
7521,Gorgonzola,B
7522,Roquefort,B
7523,Annon,G
7524,Annon,B
7525,Ricotta,A
7526,Ricotta,B
7527,Annon,H
7528,Cheddar,G
7529,Valencay,H
7530,Ricotta,H
7531,Brie,C
7532,Roquefort,D
7533,Annon,A
7534,Roquefort,E
7535,Gorgonzola,B
7536,Gorgonzola,D
7537,Annon,D
7538,Valencay,H
7539,Camenbert,E
7540,Brie,B
7541,Cheddar,H
7542,Ricotta,F
7543,Camenbert,H
7544,Ricotta,B
7545,Roquefort,E
7546,Brie,H
7547,Camenbert,A
7548,Gorgonzola,D
7549,Ricotta,B
7550,Cheddar,G
7551,Ricotta,E
7552,Cheddar,E
7553,Cheddar,F
7554,Roquefort,H
7555,Ricotta,G
7556,Ricotta,D
7557,Camenbert,B
7558,Roquefort,A
7559,Annon,D
7560,Gorgonzola,G
7561,Gorgonzola,E
7562,Camenbert,E
7563,Valencay,C
7564,Camenbert,C
7565,Ricotta,F
7566,Camenbert,D
7567,Ricotta,F
7568,Brie,F
7569,Ricotta,D
7570,Valencay,B
7571,Roquefort,G
7572,Ricotta,A
7573,Gorgonzola,B
7574,Camenbert,A
7575,Gorgonzola,B
7576,Brie,G
7577,Valencay,C
7578,Valencay,G
7579,Annon,H
7580,Ricotta,C
7581,Brie,D
7582,Ricotta,C
7583,Gorgonzola,E
7584,Roquefort,A
7585,Cheddar,B
7586,Brie,B
7587,Roquefort,A
7588,Ricotta,F
7589,Brie,C
7590,Annon,A
7591,Roquefort,D
7592,Annon,A
7593,Camenbert,D
7594,Roquefort,B
7595,Gorgonzola,B
7596,Valencay,G
7597,Cheddar,D
7598,Annon,G
7599,Valencay,E
7600,Annon,D
7601,Gorgonzola,C
7602,Camenbert,G
7603,Valencay,D
7604,Roquefort,A
7605,Cheddar,F
7606,Valencay,B
7607,Brie,E
7608,Valencay,F
7609,Annon,E
7610,Annon,E
7611,Brie,D
7612,Roquefort,E
7613,Gorgonzola,E
7614,Roquefort,E
7615,Gorgonzola,E
7616,Roquefort,E
7617,Annon,E
7618,Roquefort,A
7619,Roquefort,D
7620,Cheddar,E
7621,Camenbert,F
7622,Camenbert,E
7623,Roquefort,B
7624,Roquefort,H
7625,Brie,H
7626,Gorgonzola,H
7627,Gorgonzola,E
7628,Ricotta,E
7629,Cheddar,E
7630,Ricotta,A
7631,Gorgonzola,A
7632,Cheddar,A
7633,Valencay,G
7634,Valencay,B
7635,Roquefort,G
7636,Brie,E
7637,Brie,D
7638,Ricotta,E
7639,Roquefort,E
7640,Cheddar,B
7641,Roquefort,G
7642,Roquefort,E
7643,Roquefort,C
7644,Ricotta,E
7645,Valencay,C
7646,Roquefort,C
7647,Valencay,C
7648,Brie,D
7649,Ricotta,C
7650,Gorgonzola,F
7651,Cheddar,E
7652,Gorgonzola,F
7653,,G
7654,Cheddar,C
7655,Gorgonzola,E
7656,Brie,C
7657,Camenbert,B
7658,Camenbert,E
7659,Valencay,E
7660,Camenbert,B
7661,Ricotta,E
7662,Valencay,F
7663,Camenbert,A
7664,Cheddar,E
7665,Cheddar,B
7666,Ricotta,B
7667,Cheddar,H
7668,Camenbert,D
7669,Gorgonzola,C
7670,Roquefort,F
7671,Brie,A
7672,Brie,F
7673,Roquefort,D
7674,Gorgonzola,G
7675,Annon,G
7676,Ricotta,A
7677,,B
7678,Cheddar,A
7679,Gorgonzola,H
7680,Roquefort,C
7681,Camenbert,H
7682,Annon,G
7683,Camenbert,E
7684,Ricotta,H
7685,Roquefort,F
7686,Valencay,C
7687,Annon,D
7688,Roquefort,E
7689,Camenbert,D
7690,Annon,A
7691,Ricotta,E
7692,Annon,G
7693,Roquefort,F
7694,Annon,G
7695,Cheddar,A
7696,Gorgonzola,H
7697,Cheddar,D
7698,Annon,G
7699,Gorgonzola,F
7700,Annon,A
7701,Gorgonzola,E
7702,Roquefort,D
7703,Gorgonzola,H
7704,Cheddar,E
7705,Ricotta,D
7706,Cheddar,D
7707,Gorgonzola,D
7708,Ricotta,E
7709,Annon,G
7710,Roquefort,B
7711,Camenbert,D
7712,Cheddar,D
7713,Brie,B
7714,Camenbert,F
7715,Valencay,E
7716,Annon,B
7717,Gorgonzola,G
7718,Cheddar,A
7719,Roquefort,H
7720,Ricotta,C
7721,Brie,D
7722,Annon,B
7723,Ricotta,A
7724,Roquefort,E
7725,Roquefort,C
7726,Valencay,C
7727,Annon,E
7728,Valencay,D
7729,Camenbert,G
7730,Gorgonzola,A
7731,Camenbert,E
7732,Cheddar,D
7733,Annon,D
7734,Brie,C
7735,Cheddar,D
7736,Cheddar,E
7737,Annon,C
7738,Camenbert,H
7739,Camenbert,H
7740,Valencay,A
7741,Gorgonzola,H
7742,Brie,E
7743,Gorgonzola,E
7744,Valencay,F
7745,Cheddar,D
7746,Ricotta,D
7747,Annon,D
7748,Gorgonzola,C
7749,Camenbert,B
7750,Brie,F
7751,Roquefort,E
7752,Brie,D
7753,Gorgonzola,E
7754,Camenbert,B
7755,Annon,G
7756,Camenbert,D
7757,Roquefort,A
7758,Camenbert,F
7759,Camenbert,G
7760,Valencay,F
7761,Roquefort,F
7762,Gorgonzola,B
7763,Gorgonzola,C
7764,Roquefort,E
7765,Ricotta,D
7766,Gorgonzola,H
7767,Roquefort,C
7768,Valencay,B
7769,Roquefort,C
7770,Roquefort,H
7771,Ricotta,F
7772,Annon,D
7773,Valencay,B
7774,Camenbert,G
7775,Gorgonzola,G
7776,Cheddar,D
7777,Ricotta,G
7778,Brie,D
7779,Annon,F
7780,Cheddar,B
7781,Roquefort,F
7782,Cheddar,E
7783,Annon,B
7784,Roquefort,G
7785,Ricotta,D
7786,Ricotta,D
7787,Brie,E
7788,Cheddar,H
7789,Brie,D
7790,Cheddar,C
7791,Annon,C
7792,Ricotta,C
7793,Camenbert,E
7794,Valencay,H
7795,Cheddar,E
7796,Gorgonzola,C
7797,Camenbert,F
7798,Brie,C
7799,Ricotta,E
7800,Camenbert,F
7801,Annon,B
7802,Ricotta,A
7803,Ricotta,G
7804,Annon,H
7805,Cheddar,A
7806,Brie,B
7807,Roquefort,D
7808,Annon,A
7809,Cheddar,F
7810,Camenbert,D
7811,Camenbert,E
7812,Valencay,E
7813,Annon,G
7814,Valencay,A
7815,Valencay,E
7816,Roquefort,D
7817,Brie,H
7818,Camenbert,E
7819,Brie,C
7820,Camenbert,D
7821,Camenbert,G
7822,Brie,A
7823,Annon,F
7824,Brie,H
7825,Annon,G
7826,Ricotta,F
7827,Brie,E
7828,Cheddar,H
7829,Brie,H
7830,Camenbert,B
7831,Ricotta,C
7832,Cheddar,D
7833,Roquefort,A
7834,Brie,C
7835,Brie,B
7836,Valencay,B
7837,Brie,C
7838,Cheddar,H
7839,Brie,A
7840,Annon,D
7841,Camenbert,B
7842,Cheddar,C
7843,Roquefort,F
7844,Ricotta,D
7845,Valencay,E
7846,Ricotta,E
7847,Gorgonzola,D
7848,Brie,A
7849,Brie,C
7850,Camenbert,H
7851,Roquefort,D
7852,Gorgonzola,E
7853,Camenbert,D
7854,Gorgonzola,E
7855,Annon,E
7856,Roquefort,B
7857,Brie,D
7858,Valencay,D
7859,Brie,C
7860,Valencay,E
7861,Brie,E
7862,Gorgonzola,D
7863,Camenbert,A
7864,Brie,H
7865,Gorgonzola,G
7866,Cheddar,B
7867,Roquefort,C
7868,Camenbert,B
7869,Ricotta,C
7870,Valencay,C
7871,Brie,B
7872,Valencay,B
7873,Cheddar,C
7874,Cheddar,D
7875,Cheddar,F
7876,Gorgonzola,E
7877,Brie,G
7878,Gorgonzola,C
7879,Ricotta,E
7880,Cheddar,A
7881,Roquefort,A
7882,Brie,F
7883,Roquefort,E
7884,Cheddar,A
7885,Brie,C
7886,Annon,G
7887,Brie,A
7888,Ricotta,E
7889,Brie,H
7890,Valencay,E
7891,Annon,D
7892,Gorgonzola,H
7893,Ricotta,E
7894,Valencay,C
7895,Brie,A
7896,Camenbert,G
7897,Brie,E
7898,Brie,G
7899,Valencay,E
7900,Ricotta,D
7901,Cheddar,D
7902,Roquefort,A
7903,Brie,B
7904,Ricotta,D
7905,Ricotta,F
7906,Ricotta,D
7907,Roquefort,E
7908,Gorgonzola,C
7909,Camenbert,B
7910,Valencay,D
7911,Brie,E
7912,Annon,D
7913,Gorgonzola,A
7914,Roquefort,H
7915,Annon,A
7916,Valencay,D
7917,Ricotta,C
7918,Ricotta,D
7919,Ricotta,B
7920,Ricotta,D
7921,Gorgonzola,E
7922,Roquefort,F
7923,Annon,E
7924,Gorgonzola,B
7925,Annon,H
7926,Annon,A
7927,Brie,H
7928,Cheddar,F
7929,Camenbert,B
7930,Camenbert,D
7931,Valencay,G
7932,Roquefort,E
7933,Cheddar,D
7934,Annon,E
7935,Camenbert,A
7936,Ricotta,B
7937,Cheddar,E
7938,Brie,D
7939,Valencay,G
7940,Valencay,F
7941,,A
7942,Brie,D
7943,Gorgonzola,H
7944,Gorgonzola,E
7945,Ricotta,D
7946,Cheddar,B
7947,Gorgonzola,G
7948,Camenbert,E
7949,Ricotta,C
7950,Ricotta,B
7951,Roquefort,C
7952,Valencay,H
7953,Camenbert,A
7954,Camenbert,D
7955,Roquefort,G
7956,Annon,G
7957,Gorgonzola,F
7958,Annon,E
7959,Gorgonzola,G
7960,Camenbert,G
7961,Annon,C
7962,Camenbert,F
7963,Annon,H
7964,Annon,A
7965,Annon,E
7966,Valencay,G
7967,Annon,F
7968,Ricotta,H
7969,Roquefort,E
7970,Gorgonzola,B
7971,Gorgonzola,H
7972,Roquefort,G
7973,Valencay,B
7974,Annon,G
7975,Cheddar,B
7976,Brie,F
7977,Gorgonzola,B
7978,Roquefort,F
7979,Ricotta,D
7980,Brie,D
7981,Cheddar,C
7982,Camenbert,B
7983,Brie,E
7984,Brie,A
7985,Roquefort,F
7986,Ricotta,E
7987,Brie,C
7988,Brie,D
7989,Ricotta,B
7990,Valencay,H
7991,Valencay,D
7992,Gorgonzola,B
7993,Camenbert,D
7994,Valencay,E
7995,Camenbert,C
7996,Cheddar,G
7997,Gorgonzola,E
7998,Annon,A
7999,Camenbert,H
8000,Gorgonzola,F
8001,Brie,F
8002,Brie,C
8003,Brie,A
8004,Ricotta,C
8005,Valencay,G
8006,Valencay,B
8007,Brie,F
8008,Cheddar,G
8009,Brie,A
8010,Brie,G
8011,Cheddar,H
8012,Annon,D
