seq,prefer,frequency,wineFrequency
3367,±Ì¿Ã∞®,1,1
3368,±Ì¿Ã∞®,3,2
3369,¥Áµµ,2,1
3370,±Ì¿Ã∞®,1,1
3371,±Ì¿Ã∞®,2,1
3372,±Ì¿Ã∞®,2,1
3373,±Ì¿Ã∞®,1,1
3374,¥Áµµ,1,1
3375,±Ì¿Ã∞®,3,2
3376,¥Áµµ,2,1
3377,±Ì¿Ã∞®,1,1
3378,¥Áµµ,2,1
3379,±Ì¿Ã∞®,4,3
3380,¥Áµµ,3,1
3381,¥Áµµ,2,1
3382,¥Áµµ,1,1
3383,±Ì¿Ã∞®,3,1
3384,¥Áµµ,2,1
3385,¥Áµµ,2,1
3386,¥Áµµ,6,2
3387,±Ì¿Ã∞®,3,2
3388,±Ì¿Ã∞®,3,2
3389,±Ì¿Ã∞®,2,1
3390,¥Áµµ,4,2
3391,±Ì¿Ã∞®,2,1
3392,¥Áµµ,4,2
3393,¥Áµµ,1,1
3394,±Ì¿Ã∞®,3,1
3395,±Ì¿Ã∞®,2,1
3396,±Ì¿Ã∞®,5,4
3397,¥Áµµ,3,1
3398,±Ì¿Ã∞®,2,1
3399,¥Áµµ,2,1
3400,±Ì¿Ã∞®,3,2
3401,±Ì¿Ã∞®,5,4
3402,±Ì¿Ã∞®,3,2
3403,±Ì¿Ã∞®,2,1
3404,±Ì¿Ã∞®,2,1
3405,±Ì¿Ã∞®,3,2
3406,±Ì¿Ã∞®,3,2
3407,¥Áµµ,2,1
3408,¥Áµµ,3,2
3409,±Ì¿Ã∞®,2,1
3410,¥Áµµ,2,1
3411,¥Áµµ,3,2
3412,±Ì¿Ã∞®,2,1
3413,¥Áµµ,2,1
3414,±Ì¿Ã∞®,0,0
3415,±Ì¿Ã∞®,3,1
3416,±Ì¿Ã∞®,2,1
3417,±Ì¿Ã∞®,2,1
3418,¥Áµµ,3,1
3419,±Ì¿Ã∞®,1,1
3420,±Ì¿Ã∞®,3,2
3421,¥Áµµ,2,1
3422,¥Áµµ,2,1
3423,±Ì¿Ã∞®,2,1
3424,±Ì¿Ã∞®,3,2
3425,¥Áµµ,3,1
3426,±Ì¿Ã∞®,4,1
3427,±Ì¿Ã∞®,2,1
3428,¥Áµµ,2,1
3429,¥Áµµ,4,2
3430,¥Áµµ,3,1
3431,±Ì¿Ã∞®,4,2
3432,¥Áµµ,2,1
3433,±Ì¿Ã∞®,2,1
3434,¥Áµµ,2,1
3435,±Ì¿Ã∞®,2,1
3436,¥Áµµ,3,2
3437,±Ì¿Ã∞®,3,2
3438,¥Áµµ,2,1
3439,¥Áµµ,2,1
3440,±Ì¿Ã∞®,1,1
3441,¥Áµµ,3,1
3442,¥Áµµ,1,1
3443,¥Áµµ,4,2
3444,±Ì¿Ã∞®,3,2
3445,¥Áµµ,2,1
3446,±Ì¿Ã∞®,4,3
3447,±Ì¿Ã∞®,4,1
3448,±Ì¿Ã∞®,1,1
3449,±Ì¿Ã∞®,2,1
3450,¥Áµµ,2,1
3451,¥Áµµ,3,1
3452,¥Áµµ,3,2
3453,±Ì¿Ã∞®,2,1
3454,¥Áµµ,2,1
3455,¥Áµµ,3,1
3456,¥Áµµ,3,1
3457,±Ì¿Ã∞®,2,1
3458,¥Áµµ,2,1
3459,±Ì¿Ã∞®,4,3
3460,±Ì¿Ã∞®,4,1
3461,¥Áµµ,2,1
3462,¥Áµµ,2,1
3463,¥Áµµ,2,1
3464,¥Áµµ,2,1
3465,¥Áµµ,1,1
3466,±Ì¿Ã∞®,3,1
3467,±Ì¿Ã∞®,2,1
3468,±Ì¿Ã∞®,3,2
3469,¥Áµµ,2,1
3470,¥Áµµ,2,1
3471,±Ì¿Ã∞®,2,1
3472,±Ì¿Ã∞®,3,1
3473,¥Áµµ,2,1
3474,±Ì¿Ã∞®,3,1
3475,±Ì¿Ã∞®,2,1
3476,¥Áµµ,5,2
3477,±Ì¿Ã∞®,2,1
3478,¥Áµµ,1,1
3479,¥Áµµ,2,1
3480,±Ì¿Ã∞®,2,1
3481,¥Áµµ,2,1
3482,±Ì¿Ã∞®,1,1
3483,±Ì¿Ã∞®,2,1
3484,¥Áµµ,2,1
3485,¥Áµµ,2,1
3486,±Ì¿Ã∞®,1,1
3487,¥Áµµ,3,2
3488,¥Áµµ,3,2
3489,¥Áµµ,2,1
3490,±Ì¿Ã∞®,2,1
3491,¥Áµµ,2,1
3492,¥Áµµ,3,1
3493,¥Áµµ,3,1
3494,¥Áµµ,2,1
3495,±Ì¿Ã∞®,3,1
3496,¥Áµµ,3,1
3497,±Ì¿Ã∞®,2,1
3498,±Ì¿Ã∞®,3,1
3499,±Ì¿Ã∞®,2,1
3500,¥Áµµ,3,1
3501,±Ì¿Ã∞®,2,1
3502,¥Áµµ,3,2
3503,±Ì¿Ã∞®,5,2
3504,±Ì¿Ã∞®,2,1
3505,±Ì¿Ã∞®,3,2
3506,±Ì¿Ã∞®,3,2
3507,±Ì¿Ã∞®,3,1
3508,¥Áµµ,2,1
3509,¥Áµµ,2,1
3510,±Ì¿Ã∞®,1,1
3511,±Ì¿Ã∞®,3,1
3512,±Ì¿Ã∞®,7,2
3513,±Ì¿Ã∞®,2,1
3514,±Ì¿Ã∞®,1,1
3515,¥Áµµ,4,3
3516,±Ì¿Ã∞®,2,1
3517,±Ì¿Ã∞®,1,1
3518,¥Áµµ,3,2
3519,¥Áµµ,2,1
3520,±Ì¿Ã∞®,3,1
3521,¥Áµµ,2,1
3522,¥Áµµ,4,2
3523,±Ì¿Ã∞®,3,2
3524,¥Áµµ,2,1
3525,±Ì¿Ã∞®,1,1
3526,¥Áµµ,2,1
3527,¥Áµµ,4,1
3528,±Ì¿Ã∞®,3,1
3529,¥Áµµ,1,1
3530,¥Áµµ,2,1
3531,¥Áµµ,3,1
3532,±Ì¿Ã∞®,3,1
3533,¥Áµµ,3,1
3534,¥Áµµ,3,2
3535,±Ì¿Ã∞®,3,1
3536,¥Áµµ,3,2
3537,±Ì¿Ã∞®,3,1
3538,¥Áµµ,2,1
3539,±Ì¿Ã∞®,2,1
3540,±Ì¿Ã∞®,1,1
3541,±Ì¿Ã∞®,3,1
3542,±Ì¿Ã∞®,3,1
3543,±Ì¿Ã∞®,4,3
3544,±Ì¿Ã∞®,3,1
3545,±Ì¿Ã∞®,2,1
3546,¥Áµµ,4,2
3547,±Ì¿Ã∞®,2,1
3548,¥Áµµ,2,1
3549,¥Áµµ,2,1
3550,¥Áµµ,3,1
3551,±Ì¿Ã∞®,2,1
3552,¥Áµµ,3,2
3553,¥Áµµ,3,1
3554,¥Áµµ,1,1
3555,¥Áµµ,2,1
3556,±Ì¿Ã∞®,2,1
3557,±Ì¿Ã∞®,3,2
3558,±Ì¿Ã∞®,5,2
3559,±Ì¿Ã∞®,1,1
3560,¥Áµµ,2,1
3561,¥Áµµ,3,2
3562,±Ì¿Ã∞®,4,3
3563,¥Áµµ,3,1
3564,±Ì¿Ã∞®,4,2
3565,±Ì¿Ã∞®,2,1
3566,±Ì¿Ã∞®,2,1
3567,±Ì¿Ã∞®,2,1
3568,¥Áµµ,2,1
3569,±Ì¿Ã∞®,3,2
3570,¥Áµµ,3,2
3571,±Ì¿Ã∞®,1,1
3572,¥Áµµ,2,1
3573,±Ì¿Ã∞®,2,1
3574,¥Áµµ,3,1
3575,±Ì¿Ã∞®,2,1
3576,±Ì¿Ã∞®,5,4
3577,±Ì¿Ã∞®,3,1
3578,±Ì¿Ã∞®,2,1
3579,±Ì¿Ã∞®,3,1
3580,¥Áµµ,2,1
3581,¥Áµµ,4,1
3582,¥Áµµ,4,1
3583,±Ì¿Ã∞®,1,1
3584,¥Áµµ,3,2
3585,±Ì¿Ã∞®,1,1
3586,±Ì¿Ã∞®,3,1
3587,±Ì¿Ã∞®,2,1
3588,¥Áµµ,3,2
3589,¥Áµµ,1,1
3590,±Ì¿Ã∞®,4,2
3591,±Ì¿Ã∞®,2,1
3592,¥Áµµ,3,1
3593,¥Áµµ,1,1
3594,¥Áµµ,1,1
3595,±Ì¿Ã∞®,2,1
3596,¥Áµµ,2,1
3597,±Ì¿Ã∞®,1,1
3598,¥Áµµ,4,3
3599,±Ì¿Ã∞®,2,1
3600,¥Áµµ,2,1
3601,±Ì¿Ã∞®,3,2
3602,¥Áµµ,3,1
3603,¥Áµµ,1,1
3604,±Ì¿Ã∞®,2,1
3605,±Ì¿Ã∞®,3,2
3606,±Ì¿Ã∞®,2,1
3607,¥Áµµ,4,2
3608,±Ì¿Ã∞®,1,1
3609,±Ì¿Ã∞®,4,3
3610,¥Áµµ,3,2
3611,±Ì¿Ã∞®,4,3
3612,±Ì¿Ã∞®,6,1
3613,¥Áµµ,2,1
3614,±Ì¿Ã∞®,1,1
3615,¥Áµµ,1,1
3616,¥Áµµ,2,1
3617,±Ì¿Ã∞®,4,1
3618,±Ì¿Ã∞®,2,1
3619,±Ì¿Ã∞®,1,1
3620,¥Áµµ,1,1
3621,¥Áµµ,1,1
3622,±Ì¿Ã∞®,2,1
3623,±Ì¿Ã∞®,2,1
3624,¥Áµµ,4,1
3625,¥Áµµ,1,1
3626,¥Áµµ,1,1
3627,±Ì¿Ã∞®,2,1
3628,±Ì¿Ã∞®,5,1
3629,±Ì¿Ã∞®,3,2
3630,¥Áµµ,4,2
3631,¥Áµµ,3,2
3632,±Ì¿Ã∞®,1,1
3633,¥Áµµ,1,1
3634,¥Áµµ,1,1
3635,¥Áµµ,1,1
3636,¥Áµµ,2,1
3637,¥Áµµ,2,1
3638,¥Áµµ,2,1
3639,±Ì¿Ã∞®,1,1
3640,±Ì¿Ã∞®,1,1
3641,±Ì¿Ã∞®,3,2
3642,¥Áµµ,3,2
3643,±Ì¿Ã∞®,3,1
3644,±Ì¿Ã∞®,2,1
3645,¥Áµµ,3,1
3646,¥Áµµ,3,1
3647,±Ì¿Ã∞®,1,1
3648,±Ì¿Ã∞®,5,2
3649,±Ì¿Ã∞®,4,2
3650,±Ì¿Ã∞®,4,3
3651,¥Áµµ,1,1
3652,¥Áµµ,1,1
3653,±Ì¿Ã∞®,2,1
3654,±Ì¿Ã∞®,1,1
3655,±Ì¿Ã∞®,2,1
3656,¥Áµµ,1,1
3657,±Ì¿Ã∞®,3,1
3658,±Ì¿Ã∞®,3,2
3659,±Ì¿Ã∞®,3,2
3660,±Ì¿Ã∞®,3,1
3661,¥Áµµ,2,1
3662,¥Áµµ,2,1
3663,¥Áµµ,3,2
3664,¥Áµµ,2,1
3665,±Ì¿Ã∞®,1,1
3666,±Ì¿Ã∞®,3,2
3667,±Ì¿Ã∞®,2,1
3668,¥Áµµ,3,1
3669,¥Áµµ,2,1
3670,±Ì¿Ã∞®,2,1
3671,¥Áµµ,1,1
3672,¥Áµµ,2,1
3673,¥Áµµ,1,1
3674,¥Áµµ,5,1
3675,¥Áµµ,3,1
3676,±Ì¿Ã∞®,3,2
3677,¥Áµµ,3,2
3678,±Ì¿Ã∞®,1,1
3679,±Ì¿Ã∞®,3,1
3680,¥Áµµ,1,1
3681,¥Áµµ,3,2
3682,¥Áµµ,5,1
3683,¥Áµµ,1,1
3684,¥Áµµ,1,1
3685,¥Áµµ,2,1
3686,±Ì¿Ã∞®,3,2
3687,±Ì¿Ã∞®,1,1
3688,±Ì¿Ã∞®,2,1
3689,¥Áµµ,3,1
3690,¥Áµµ,3,1
3691,±Ì¿Ã∞®,3,2
3692,±Ì¿Ã∞®,4,1
3693,±Ì¿Ã∞®,1,1
3694,±Ì¿Ã∞®,1,1
3695,¥Áµµ,0,0
3696,¥Áµµ,4,2
3697,±Ì¿Ã∞®,3,1
3698,±Ì¿Ã∞®,2,1
3699,±Ì¿Ã∞®,1,1
3700,±Ì¿Ã∞®,3,1
3701,±Ì¿Ã∞®,3,1
3702,¥Áµµ,4,1
3703,¥Áµµ,3,1
3704,±Ì¿Ã∞®,2,1
3705,¥Áµµ,2,1
3706,±Ì¿Ã∞®,4,1
3707,±Ì¿Ã∞®,1,1
3708,±Ì¿Ã∞®,2,1
3709,±Ì¿Ã∞®,3,1
3710,±Ì¿Ã∞®,3,2
3711,±Ì¿Ã∞®,3,2
3712,¥Áµµ,2,1
3713,±Ì¿Ã∞®,3,2
3714,±Ì¿Ã∞®,2,1
3715,±Ì¿Ã∞®,2,1
3716,¥Áµµ,3,1
3717,¥Áµµ,1,1
3718,¥Áµµ,2,1
3719,±Ì¿Ã∞®,2,1
3720,¥Áµµ,4,1
3721,¥Áµµ,5,3
3722,¥Áµµ,2,1
3723,¥Áµµ,1,1
3724,±Ì¿Ã∞®,4,3
3725,¥Áµµ,2,1
3726,¥Áµµ,2,1
3727,¥Áµµ,2,1
3728,±Ì¿Ã∞®,3,2
3729,±Ì¿Ã∞®,4,2
3730,±Ì¿Ã∞®,1,1
3731,¥Áµµ,2,1
3732,±Ì¿Ã∞®,2,1
3733,±Ì¿Ã∞®,3,2
3734,¥Áµµ,1,1
3735,±Ì¿Ã∞®,1,1
3736,±Ì¿Ã∞®,2,1
3737,±Ì¿Ã∞®,2,1
3738,¥Áµµ,2,1
3739,±Ì¿Ã∞®,2,1
3740,¥Áµµ,2,1
3741,¥Áµµ,2,1
3742,±Ì¿Ã∞®,2,1
3743,¥Áµµ,4,2
3744,¥Áµµ,1,1
3745,±Ì¿Ã∞®,3,2
3746,¥Áµµ,3,1
3747,±Ì¿Ã∞®,3,2
3748,¥Áµµ,5,3
3749,±Ì¿Ã∞®,2,1
3750,±Ì¿Ã∞®,7,3
3751,±Ì¿Ã∞®,2,1
3752,±Ì¿Ã∞®,3,2
3753,¥Áµµ,1,1
3754,¥Áµµ,2,1
3755,¥Áµµ,1,1
3756,±Ì¿Ã∞®,1,1
3757,±Ì¿Ã∞®,2,1
3758,¥Áµµ,2,1
3759,¥Áµµ,2,1
3760,¥Áµµ,2,1
3761,¥Áµµ,1,1
3762,±Ì¿Ã∞®,6,3
3763,¥Áµµ,2,1
3764,¥Áµµ,7,2
3765,±Ì¿Ã∞®,2,1
3766,¥Áµµ,2,1
3767,±Ì¿Ã∞®,2,1
3768,¥Áµµ,4,1
3769,±Ì¿Ã∞®,4,2
3770,±Ì¿Ã∞®,3,2
3771,±Ì¿Ã∞®,1,1
3772,±Ì¿Ã∞®,5,3
3773,±Ì¿Ã∞®,3,1
3774,¥Áµµ,2,1
3775,±Ì¿Ã∞®,4,2
3776,¥Áµµ,2,1
3777,¥Áµµ,1,1
3778,¥Áµµ,3,1
3779,±Ì¿Ã∞®,1,1
3780,¥Áµµ,2,1
3781,¥Áµµ,1,1
3782,±Ì¿Ã∞®,5,1
3783,¥Áµµ,2,1
3784,¥Áµµ,1,1
3785,¥Áµµ,0,0
3786,±Ì¿Ã∞®,2,1
3787,±Ì¿Ã∞®,1,1
3788,±Ì¿Ã∞®,2,1
3789,¥Áµµ,1,1
3790,±Ì¿Ã∞®,5,2
3791,±Ì¿Ã∞®,4,3
3792,±Ì¿Ã∞®,3,2
3793,¥Áµµ,3,2
3794,±Ì¿Ã∞®,3,2
3795,±Ì¿Ã∞®,3,2
3796,±Ì¿Ã∞®,3,2
3797,±Ì¿Ã∞®,1,1
3798,¥Áµµ,4,2
3799,¥Áµµ,2,1
3800,±Ì¿Ã∞®,5,2
3801,¥Áµµ,2,1
3802,±Ì¿Ã∞®,0,0
3803,±Ì¿Ã∞®,3,1
3804,±Ì¿Ã∞®,3,1
3805,¥Áµµ,3,1
3806,¥Áµµ,2,1
3807,±Ì¿Ã∞®,1,1
3808,¥Áµµ,3,1
3809,±Ì¿Ã∞®,6,5
3810,±Ì¿Ã∞®,3,1
3811,¥Áµµ,2,1
3812,¥Áµµ,3,2
3813,±Ì¿Ã∞®,2,1
3814,¥Áµµ,4,3
3815,¥Áµµ,5,4
3816,¥Áµµ,5,2
3817,±Ì¿Ã∞®,1,1
3818,±Ì¿Ã∞®,3,2
3819,±Ì¿Ã∞®,3,1
3820,¥Áµµ,2,1
3821,±Ì¿Ã∞®,2,1
3822,±Ì¿Ã∞®,1,1
3823,¥Áµµ,2,1
3824,¥Áµµ,3,1
3825,¥Áµµ,2,1
3826,¥Áµµ,2,1
3827,¥Áµµ,3,2
3828,±Ì¿Ã∞®,1,1
3829,¥Áµµ,2,1
3830,±Ì¿Ã∞®,1,1
3831,±Ì¿Ã∞®,1,1
3832,¥Áµµ,2,1
3833,¥Áµµ,3,1
3834,±Ì¿Ã∞®,2,1
3835,±Ì¿Ã∞®,3,2
3836,±Ì¿Ã∞®,3,2
3837,±Ì¿Ã∞®,2,1
3838,±Ì¿Ã∞®,2,1
3839,±Ì¿Ã∞®,3,2
3840,¥Áµµ,2,1
3841,±Ì¿Ã∞®,3,1
3842,¥Áµµ,3,1
3843,¥Áµµ,2,1
3844,±Ì¿Ã∞®,3,2
3845,¥Áµµ,6,2
3846,±Ì¿Ã∞®,3,2
3847,¥Áµµ,3,1
3848,¥Áµµ,3,2
3849,±Ì¿Ã∞®,3,2
3850,¥Áµµ,4,1
3851,¥Áµµ,4,3
3852,¥Áµµ,4,3
3853,¥Áµµ,3,1
3854,¥Áµµ,3,1
3855,¥Áµµ,3,1
3856,¥Áµµ,3,2
3857,±Ì¿Ã∞®,3,1
3858,¥Áµµ,3,1
3859,¥Áµµ,2,1
3860,±Ì¿Ã∞®,3,2
3861,¥Áµµ,2,1
3862,±Ì¿Ã∞®,1,1
3863,±Ì¿Ã∞®,1,1
3864,±Ì¿Ã∞®,2,1
3865,¥Áµµ,2,1
3866,±Ì¿Ã∞®,2,1
3867,¥Áµµ,1,1
3868,±Ì¿Ã∞®,4,2
3869,±Ì¿Ã∞®,3,2
3870,¥Áµµ,3,2
3871,¥Áµµ,2,1
3872,¥Áµµ,2,1
3873,¥Áµµ,3,1
3874,±Ì¿Ã∞®,3,1
3875,¥Áµµ,1,1
3876,¥Áµµ,1,1
3877,¥Áµµ,5,2
3878,±Ì¿Ã∞®,3,2
3879,¥Áµµ,3,2
3880,±Ì¿Ã∞®,1,1
3881,±Ì¿Ã∞®,2,1
3882,±Ì¿Ã∞®,3,2
3883,¥Áµµ,3,1
3884,±Ì¿Ã∞®,5,3
3885,±Ì¿Ã∞®,3,1
3886,±Ì¿Ã∞®,3,1
3887,±Ì¿Ã∞®,5,4
3888,¥Áµµ,1,1
3889,¥Áµµ,3,2
3890,±Ì¿Ã∞®,1,1
3891,±Ì¿Ã∞®,1,1
3892,¥Áµµ,2,1
3893,¥Áµµ,2,1
3894,±Ì¿Ã∞®,3,2
3895,±Ì¿Ã∞®,3,1
3896,¥Áµµ,5,3
3897,¥Áµµ,1,1
3898,¥Áµµ,3,2
3899,±Ì¿Ã∞®,4,2
3900,±Ì¿Ã∞®,5,2
3901,±Ì¿Ã∞®,5,2
3902,¥Áµµ,2,1
3903,¥Áµµ,2,1
3904,±Ì¿Ã∞®,3,1
3905,¥Áµµ,3,2
3906,±Ì¿Ã∞®,3,1
3907,¥Áµµ,3,1
3908,±Ì¿Ã∞®,2,1
3909,¥Áµµ,1,1
3910,±Ì¿Ã∞®,1,1
3911,±Ì¿Ã∞®,3,1
3912,¥Áµµ,4,1
3913,±Ì¿Ã∞®,1,1
3914,¥Áµµ,3,2
3915,±Ì¿Ã∞®,2,1
3916,±Ì¿Ã∞®,1,1
3917,¥Áµµ,1,1
3918,±Ì¿Ã∞®,3,1
3919,±Ì¿Ã∞®,2,1
3920,¥Áµµ,4,2
3921,¥Áµµ,1,1
3922,¥Áµµ,2,1
3923,¥Áµµ,3,2
3924,±Ì¿Ã∞®,3,1
3925,¥Áµµ,2,1
3926,¥Áµµ,2,1
3927,¥Áµµ,1,1
3928,±Ì¿Ã∞®,2,1
3929,¥Áµµ,1,1
3930,±Ì¿Ã∞®,2,1
3931,¥Áµµ,3,2
3932,±Ì¿Ã∞®,4,3
3933,¥Áµµ,2,1
3934,±Ì¿Ã∞®,1,1
3935,±Ì¿Ã∞®,6,4
3936,±Ì¿Ã∞®,2,1
3937,¥Áµµ,2,1
3938,¥Áµµ,2,1
3939,±Ì¿Ã∞®,1,1
3940,±Ì¿Ã∞®,2,1
3941,¥Áµµ,2,1
3942,±Ì¿Ã∞®,2,1
3943,¥Áµµ,2,1
3944,¥Áµµ,3,2
3945,±Ì¿Ã∞®,1,1
3946,¥Áµµ,2,1
3947,¥Áµµ,1,1
3948,±Ì¿Ã∞®,3,1
3949,¥Áµµ,2,1
3950,±Ì¿Ã∞®,4,1
3951,¥Áµµ,3,1
3952,¥Áµµ,3,1
3953,¥Áµµ,2,1
3954,¥Áµµ,2,1
3955,±Ì¿Ã∞®,1,1
3956,±Ì¿Ã∞®,2,1
3957,±Ì¿Ã∞®,3,2
3958,¥Áµµ,1,1
3959,±Ì¿Ã∞®,3,2
3960,±Ì¿Ã∞®,2,1
3961,¥Áµµ,1,1
3962,±Ì¿Ã∞®,2,1
3963,±Ì¿Ã∞®,2,1
3964,±Ì¿Ã∞®,2,1
3965,¥Áµµ,1,1
3966,¥Áµµ,3,1
3967,¥Áµµ,2,1
3968,±Ì¿Ã∞®,2,1
3969,±Ì¿Ã∞®,3,1
3970,¥Áµµ,2,1
3971,¥Áµµ,1,1
3972,¥Áµµ,4,2
3973,±Ì¿Ã∞®,2,1
3974,¥Áµµ,3,1
3975,¥Áµµ,3,2
3976,±Ì¿Ã∞®,3,1
3977,¥Áµµ,6,4
3978,±Ì¿Ã∞®,2,1
3979,±Ì¿Ã∞®,3,2
3980,±Ì¿Ã∞®,0,0
3981,±Ì¿Ã∞®,2,1
3982,±Ì¿Ã∞®,3,1
3983,±Ì¿Ã∞®,5,2
3984,¥Áµµ,3,2
3985,¥Áµµ,2,1
3986,±Ì¿Ã∞®,2,1
3987,±Ì¿Ã∞®,4,1
3988,¥Áµµ,1,1
3989,¥Áµµ,2,1
3990,±Ì¿Ã∞®,2,1
3991,¥Áµµ,2,1
3992,±Ì¿Ã∞®,4,1
3993,¥Áµµ,3,2
3994,¥Áµµ,3,2
3995,±Ì¿Ã∞®,4,3
3996,¥Áµµ,2,1
3997,±Ì¿Ã∞®,4,3
3998,±Ì¿Ã∞®,2,1
3999,±Ì¿Ã∞®,2,1
4000,¥Áµµ,1,1
4001,±Ì¿Ã∞®,2,1
4002,±Ì¿Ã∞®,2,1
4003,±Ì¿Ã∞®,2,1
4004,¥Áµµ,3,1
4005,¥Áµµ,2,1
4006,¥Áµµ,1,1
4007,±Ì¿Ã∞®,2,1
4008,±Ì¿Ã∞®,2,1
4009,¥Áµµ,2,1
4010,±Ì¿Ã∞®,2,1
4011,¥Áµµ,3,2
4012,¥Áµµ,4,3
4013,±Ì¿Ã∞®,3,1
4014,±Ì¿Ã∞®,3,2
4015,¥Áµµ,3,1
4016,¥Áµµ,2,1
4017,±Ì¿Ã∞®,5,4
4018,±Ì¿Ã∞®,3,1
4019,±Ì¿Ã∞®,2,1
4020,¥Áµµ,2,1
4021,¥Áµµ,1,1
4022,¥Áµµ,3,2
4023,±Ì¿Ã∞®,3,2
4024,¥Áµµ,1,1
4025,±Ì¿Ã∞®,1,1
4026,±Ì¿Ã∞®,3,2
4027,±Ì¿Ã∞®,5,3
4028,±Ì¿Ã∞®,4,2
4029,±Ì¿Ã∞®,3,1
4030,±Ì¿Ã∞®,2,1
4031,±Ì¿Ã∞®,4,2
4032,¥Áµµ,2,1
4033,¥Áµµ,5,1
4034,±Ì¿Ã∞®,2,1
4035,±Ì¿Ã∞®,2,1
4036,¥Áµµ,3,2
4037,¥Áµµ,3,2
4038,±Ì¿Ã∞®,3,2
4039,±Ì¿Ã∞®,1,1
4040,¥Áµµ,3,2
4041,±Ì¿Ã∞®,2,1
4042,¥Áµµ,2,1
4043,¥Áµµ,3,1
4044,±Ì¿Ã∞®,5,4
4045,¥Áµµ,3,2
4046,±Ì¿Ã∞®,3,2
4047,¥Áµµ,2,1
4048,¥Áµµ,2,1
4049,¥Áµµ,2,1
4050,±Ì¿Ã∞®,4,2
4051,±Ì¿Ã∞®,5,4
4052,±Ì¿Ã∞®,2,1
4053,¥Áµµ,2,1
4054,±Ì¿Ã∞®,4,1
4055,¥Áµµ,3,1
4056,±Ì¿Ã∞®,1,1
4057,¥Áµµ,3,1
4058,±Ì¿Ã∞®,3,1
4059,±Ì¿Ã∞®,2,1
4060,¥Áµµ,2,1
4061,±Ì¿Ã∞®,4,2
4062,¥Áµµ,2,1
4063,±Ì¿Ã∞®,1,1
4064,±Ì¿Ã∞®,2,1
4065,±Ì¿Ã∞®,2,1
4066,±Ì¿Ã∞®,2,1
4067,±Ì¿Ã∞®,3,1
4068,¥Áµµ,3,1
4069,±Ì¿Ã∞®,4,3
4070,±Ì¿Ã∞®,3,1
4071,¥Áµµ,2,1
4072,¥Áµµ,2,1
4073,¥Áµµ,1,1
4074,¥Áµµ,2,1
4075,±Ì¿Ã∞®,2,1
4076,¥Áµµ,2,1
4077,±Ì¿Ã∞®,2,1
4078,±Ì¿Ã∞®,2,1
4079,±Ì¿Ã∞®,1,1
4080,±Ì¿Ã∞®,1,1
4081,±Ì¿Ã∞®,2,1
4082,±Ì¿Ã∞®,3,1
4083,±Ì¿Ã∞®,2,1
4084,¥Áµµ,1,1
4085,¥Áµµ,3,1
4086,¥Áµµ,2,1
4087,±Ì¿Ã∞®,2,1
4088,¥Áµµ,3,1
4089,±Ì¿Ã∞®,2,1
4090,¥Áµµ,1,1
4091,±Ì¿Ã∞®,5,2
4092,¥Áµµ,2,1
4093,¥Áµµ,1,1
4094,¥Áµµ,3,1
4095,±Ì¿Ã∞®,2,1
4096,±Ì¿Ã∞®,2,1
4097,¥Áµµ,2,1
4098,¥Áµµ,1,1
4099,±Ì¿Ã∞®,1,1
4100,±Ì¿Ã∞®,4,2
4101,¥Áµµ,3,1
4102,¥Áµµ,1,1
4103,¥Áµµ,2,1
4104,±Ì¿Ã∞®,1,1
4105,¥Áµµ,2,1
4106,±Ì¿Ã∞®,2,1
4107,±Ì¿Ã∞®,4,1
4108,¥Áµµ,1,1
4109,±Ì¿Ã∞®,3,2
4110,±Ì¿Ã∞®,2,1
4111,±Ì¿Ã∞®,4,1
4112,±Ì¿Ã∞®,3,1
4113,¥Áµµ,1,1
4114,¥Áµµ,2,1
4115,±Ì¿Ã∞®,3,2
4116,±Ì¿Ã∞®,2,1
4117,±Ì¿Ã∞®,1,1
4118,¥Áµµ,2,1
4119,±Ì¿Ã∞®,4,2
4120,±Ì¿Ã∞®,2,1
4121,±Ì¿Ã∞®,3,2
4122,±Ì¿Ã∞®,3,2
4123,¥Áµµ,5,2
4124,±Ì¿Ã∞®,2,1
4125,±Ì¿Ã∞®,1,1
4126,¥Áµµ,2,1
4127,±Ì¿Ã∞®,4,2
4128,¥Áµµ,2,1
4129,±Ì¿Ã∞®,5,1
4130,±Ì¿Ã∞®,2,1
4131,±Ì¿Ã∞®,4,3
4132,¥Áµµ,3,1
4133,±Ì¿Ã∞®,1,1
4134,±Ì¿Ã∞®,2,1
4135,±Ì¿Ã∞®,3,1
4136,±Ì¿Ã∞®,3,2
4137,¥Áµµ,3,1
4138,¥Áµµ,3,2
4139,±Ì¿Ã∞®,5,4
4140,±Ì¿Ã∞®,1,1
4141,±Ì¿Ã∞®,3,2
4142,¥Áµµ,1,1
4143,±Ì¿Ã∞®,2,1
4144,¥Áµµ,3,2
4145,¥Áµµ,5,2
4146,±Ì¿Ã∞®,4,2
4147,±Ì¿Ã∞®,3,2
4148,±Ì¿Ã∞®,1,1
4149,¥Áµµ,1,1
4150,¥Áµµ,3,2
4151,¥Áµµ,1,1
4152,±Ì¿Ã∞®,2,1
4153,¥Áµµ,2,1
4154,±Ì¿Ã∞®,5,1
4155,±Ì¿Ã∞®,3,1
4156,±Ì¿Ã∞®,2,1
4157,¥Áµµ,2,1
4158,±Ì¿Ã∞®,2,1
